hour_of_year,load_kw
4138,14.73
4139,17.783
4140,19.002
4141,20.019
4142,22.058
4143,22.909
4144,19.513
4145,10.773
4146,10.284
4147,10.021
4148,9.023
4149,8.333
4150,7.695
4151,6.95
4152,6.352
4153,6.707
4154,6.424
4155,6.406
4156,6.476
4157,6.268
4158,6.141
4159,6.734
4160,6.575
4161,6.598
4162,12.683
4163,14.812
4164,16.197
4165,18.597
4166,18.911
4167,20.392
4168,10.372
4169,10.568
4170,10.528
4171,9.773
4172,8.925
4173,8.356
4174,7.669
4175,6.682
4176,6.342
4177,6.687
4178,6.629
4179,6.299
4180,6.194
4181,6.2
4182,6.227
4183,6.36
4184,6.393
4185,6.521
4186,12.688
4187,13.526
4188,16.454
4189,18.675
4190,18.566
4191,18.466
4192,10.582
4193,10.619
4194,10.032
4195,9.713
4196,9.327
4197,8.661
4198,7.645
4199,6.546
4200,6.432
4201,6.245
4202,6.403
4203,6.366
4204,6.314
4205,6.65
4206,6.369
4207,6.168
4208,8.673
4209,13.657
4210,15.392
4211,16.982
4212,18.923
4213,20.382
4214,21.605
4215,22.234
4216,19.364
4217,10.082
4218,10.198
4219,9.469
4220,9.234
4221,8.39
4222,7.816
4223,6.524
4224,6.631
4225,6.386
4226,6.504
4227,6.548
4228,6.559
4229,6.415
4230,6.478
4231,6.39
4232,8.748
4233,13.128
4234,15.528
4235,17.984
4236,20.089
4237,21.239
4238,22.68
4239,22.928
4240,19.984
4241,10.943
4242,10.122
4243,9.275
4244,8.997
4245,8.349
4246,7.377
4247,6.552
4248,6.326
4249,6.208
4250,6.551
4251,6.678
4252,6.513
4253,6.182
4254,6.438
4255,6.268
4256,8.651
4257,13.151
4258,15.75
4259,17.621
4260,18.976
4261,20.947
4262,21.915
4263,23.609
4264,18.546
4265,10.544
4266,10.451
4267,9.569
4268,8.923
4269,8.347
4270,7.359
4271,6.664
4272,6.241
4273,6.377
4274,6.07
4275,6.309
4276,6.494
4277,6.344
4278,6.339
4279,6.549
4280,8.93
4281,13.18
4282,15.835
4283,16.559
4284,18.725
4285,20.963
4286,22.022
4287,22.699
4288,19.892
4289,10.383
4290,10.329
4291,9.54
4292,8.894
4293,7.921
4294,7.66
4295,6.608
4296,6.566
4297,6.567
4298,6.369
4299,6.419
4300,6.437
4301,6.372
4302,6.172
4303,6.637
4304,8.469
4305,13.605
4306,15.484
4307,17.443
4308,19.234
4309,21.158
4310,21.404
4311,23.193
4312,19.552
4313,10.446
4314,10.031
4315,9.647
4316,9.166
4317,8.067
4318,7.208
4319,6.708
4320,6.517
4321,6.357
4322,6.625
4323,6.613
4324,6.63
4325,6.638
4326,6.447
4327,6.496
4328,6.296
4329,6.301
4330,12.767
4331,14.303
4332,16.315
4333,16.838
4334,19.577
4335,19.798
4336,10.383
4337,10.135
4338,9.93
4339,9.454
4340,8.816
4341,8.017
4342,7.493
4343,6.697
4344,6.543
4345,6.914
4346,6.707
4347,6.356
4348,6.46
4349,6.493
4350,6.927
4351,7.563
4352,7.814
4353,8.606
4354,16.551
4355,18.631
4356,20.402
4357,23.017
4358,22.314
4359,23.593
4360,12.047
4361,11.72
4362,11.767
4363,11.22
4364,10.664
4365,9.773
4366,9.393
4367,8.296
4368,7.741
4369,7.384
4370,7.02
4371,6.379
4372,6.505
4373,6.487
4374,6.96
4375,7.251
4376,13.198
4377,18.457
4378,19.123
4379,21.248
4380,22.688
4381,24.532
4382,24.533
4383,25.3
4384,23.821
4385,12.047
4386,11.884
4387,10.962
4388,10.353
4389,9.905
4390,9.542
4391,8.51
4392,7.85
4393,7.443
4394,6.847
4395,6.531
4396,6.474
4397,6.47
4398,7.049
4399,7.212
4400,12.433
4401,18.079
4402,20.063
4403,21.17
4404,23.541
4405,25.243
4406,23.548
4407,25.266
4408,23.462
4409,11.668
4410,12.156
4411,11.307
4412,10.605
4413,9.968
4414,9.136
4415,8.358
4416,7.838
4417,7.412
4418,6.52
4419,6.54
4420,6.333
4421,6.515
4422,6.655
4423,7.257
4424,12.321
4425,17.767
4426,19.472
4427,20.531
4428,23.364
4429,22.853
4430,25.46
4431,25.421
4432,23.378
4433,11.845
4434,11.902
4435,11.159
4436,10.576
4437,10.232
4438,9.116
4439,8.488
4440,8.093
4441,7.35
4442,7.119
4443,6.576
4444,6.32
4445,6.676
4446,6.939
4447,7.181
4448,12.832
4449,17.739
4450,19.844
4451,21.44
4452,23.047
4453,25.619
4454,25.994
4455,25.527
4456,23.35
4457,11.856
4458,11.755
4459,11.283
4460,10.73
4461,9.53
4462,8.862
4463,8.791
4464,7.809
4465,7.472
4466,6.872
4467,6.414
4468,6.135
4469,6.584
4470,6.87
4471,7.547
4472,12.597
4473,17.81
4474,18.714
4475,21.098
4476,23.264
4477,24.366
4478,25.14
4479,27.341
4480,24.16
4481,11.627
4482,11.693
4483,11.096
4484,11.027
4485,10.012
4486,9.361
4487,8.295
4488,8.074
4489,7.176
4490,7.099
4491,6.679
4492,6.301
4493,6.587
4494,6.824
4495,7.191
4496,7.961
4497,8.488
4498,16.879
4499,18.395
4500,20.01
4501,21.89
4502,23.071
4503,24.309
4504,11.634
4505,11.979
4506,12.129
4507,11.026
4508,10.355
4509,9.722
4510,9.406
4511,8.225
4512,7.818
4513,7.11
4514,6.685
4515,6.451
4516,6.345
4517,6.441
4518,6.773
4519,7.279
4520,7.726
4521,8.594
4522,16.664
4523,18.478
4524,20.411
4525,20.911
4526,22.497
4527,23.277
4528,11.734
4529,11.876
4530,11.45
4531,10.961
4532,10.902
4533,10.471
4534,9.452
4535,8.557
4536,8.034
4537,7.287
4538,6.738
4539,6.519
4540,6.351
4541,6.143
4542,6.64
4543,7.081
4544,12.814
4545,17.562
4546,18.718
4547,21.408
4548,23.288
4549,25.054
4550,25.935
4551,27.983
4552,22.725
4553,12.339
4554,11.933
4555,11.038
4556,10.598
4557,9.767
4558,9.195
4559,8.4
4560,7.727
4561,7.23
4562,6.607
4563,6.684
4564,6.546
4565,6.388
4566,6.929
4567,7.04
4568,12.096
4569,17.916
4570,19.867
4571,21.027
4572,23.426
4573,25.786
4574,27.637
4575,25.829
4576,23.419
4577,11.579
4578,12.49
4579,11.094
4580,10.861
4581,9.976
4582,8.98
4583,8.45
4584,7.55
4585,7.115
4586,6.737
4587,6.538
4588,6.041
4589,6.49
4590,7.216
4591,7.058
4592,12.764
4593,17.588
4594,18.217
4595,20.89
4596,22.727
4597,25.102
4598,25.679
4599,26.26
4600,23.62
4601,11.984
4602,11.616
4603,11.403
4604,10.267
4605,9.901
4606,9.512
4607,8.039
4608,7.66
4609,7.259
4610,6.821
4611,6.446
4612,6.474
4613,6.357
4614,6.949
4615,7.266
4616,13.235
4617,18.152
4618,19.87
4619,22.181
4620,22.658
4621,24.401
4622,24.577
4623,26.98
4624,24.19
4625,11.801
4626,11.309
4627,11.531
4628,10.436
4629,9.827
4630,9.578
4631,8.418
4632,7.778
4633,7.522
4634,6.883
4635,6.328
4636,6.646
4637,6.218
4638,6.953
4639,7.319
4640,12.495
4641,17.43
4642,19.054
4643,22.349
4644,23.194
4645,24.194
4646,26.07
4647,27.2
4648,23.414
4649,12.154
4650,11.942
4651,11.233
4652,10.717
4653,9.924
4654,8.994
4655,8.225
4656,7.902
4657,7.102
4658,6.779
4659,6.461
4660,6.56
4661,6.547
4662,6.835
4663,7.179
4664,7.787
4665,8.422
4666,16.972
4667,17.885
4668,20.379
4669,22.049
4670,23.194
4671,23.035
4672,11.915
4673,11.832
4674,11.506
4675,10.875
4676,10.344
4677,9.955
4678,9.312
4679,8.525
4680,7.644
4681,7.3
4682,6.749
4683,6.421
4684,6.257
4685,6.418
4686,6.904
4687,7.197
4688,7.79
4689,8.281
4690,18.043
4691,17.632
4692,19.356
4693,21.562
4694,23.083
4695,24.722
4696,12.196
4697,12.035
4698,11.932
4699,11.243
4700,10.113
4701,10.016
4702,9.273
4703,8.955
4704,7.673
4705,7.458
4706,6.552
4707,6.75
4708,6.426
4709,6.637
4710,6.902
4711,7.353
4712,12.692
4713,17.484
4714,19.521
4715,21.013
4716,23.057
4717,23.593
4718,25.812
4719,27.05
4720,23.927
4721,12.338
4722,11.708
4723,11.173
4724,10.565
4725,10.05
4726,9.389
4727,8.566
4728,7.551
4729,7.48
4730,6.864
4731,6.662
4732,6.413
4733,6.459
4734,7.111
4735,7.037
4736,12.126
4737,18.663
4738,19.717
4739,21.194
4740,22.784
4741,23.349
4742,26.901
4743,26.871
4744,23.525
4745,12.192
4746,11.397
4747,11.345
4748,10.921
4749,9.404
4750,9.361
4751,8.653
4752,7.834
4753,7.07
4754,6.755
4755,6.427
4756,6.463
4757,6.415
4758,6.912
4759,7.137
4760,12.496
4761,18.295
4762,19.521
4763,21.708
4764,22.372
4765,25.516
4766,24.768
4767,26.469
4768,23.099
4769,11.718
4770,11.584
4771,11.562
4772,11.095
4773,9.894
4774,9.141
4775,8.095
4776,8.149
4777,7.038
4778,6.628
4779,6.518
4780,6.523
4781,6.749
4782,7.151
4783,7.367
4784,12.509
4785,17.484
4786,19.512
4787,21.854
4788,23.674
4789,24.961
4790,24.484
4791,26.031
4792,24.075
4793,11.786
4794,11.641
4795,11.981
4796,10.613
4797,10.307
4798,9.647
4799,8.655
4800,7.729
4801,6.818
4802,6.637
4803,6.606
4804,6.5
4805,6.692
4806,6.595
4807,7.267
4808,12.012
4809,17.384
4810,19.859
4811,20.254
4812,23.594
4813,25.706
4814,24.778
4815,26.234
4816,24.227
4817,12.095
4818,11.78
4819,11.246
4820,10.268
4821,9.919
4822,9.52
4823,8.512
4824,7.955
4825,7.165
4826,6.635
4827,6.431
4828,6.236
4829,6.28
4830,6.779
4831,7.189
4832,7.63
4833,8.642
4834,16.474
4835,18.889
4836,20.643
4837,22.759
4838,23.165
4839,24.139
4840,12.064
4841,11.525
4842,11.913
4843,11.687
4844,10.599
4845,10.474
4846,9.436
4847,8.919
4848,7.779
4849,7.071
4850,6.792
4851,6.383
4852,6.437
4853,6.462
4854,6.811
4855,7.214
4856,7.624
4857,8.381
4858,17.402
4859,18.661
4860,19.706
4861,20.747
4862,22.783
4863,23.837
4864,11.686
4865,11.412
4866,11.827
4867,12.112
4868,10.864
4869,9.705
4870,9.196
4871,8.469
4872,7.566
4873,6.977
4874,6.758
4875,6.63
4876,6.446
4877,6.39
4878,6.869
4879,7.325
4880,12.35
4881,17.235
4882,19.916
4883,22.032
4884,23.357
4885,25.306
4886,26.644
4887,25.396
4888,23.507
4889,12.338
4890,11.994
4891,11.616
4892,10.476
4893,10.122
4894,9.402
4895,8.367
4896,7.851
4897,6.99
4898,6.639
4899,6.554
4900,6.573
4901,6.501
4902,7.043
4903,7.5
4904,12.35
4905,17.731
4906,19.353
4907,21.864
4908,23.537
4909,24.094
4910,26.295
4911,25.533
4912,23.913
4913,11.217
4914,11.612
4915,11.018
4916,10.812
4917,10.016
4918,8.718
4919,8.208
4920,7.699
4921,7.444
4922,7.059
4923,6.612
4924,6.633
4925,6.379
4926,6.853
4927,7.253
4928,12.319
4929,17.62
4930,19.425
4931,21.667
4932,23.409
4933,24.244
4934,25.359
4935,25.15
4936,23.522
4937,11.915
4938,11.655
4939,11.369
4940,10.501
4941,9.713
4942,9.084
4943,8.421
4944,7.857
4945,7.121
4946,6.708
4947,6.285
4948,6.34
4949,6.217
4950,6.671
4951,7.328
4952,12.715
4953,17.707
4954,19.489
4955,21.905
4956,22.441
4957,24.853
4958,25.241
4959,26.589
4960,23.141
4961,11.783
4962,11.755
4963,11.035
4964,10.31
4965,9.833
4966,8.934
4967,8.525
4968,7.695
4969,7.002
4970,6.844
4971,6.566
4972,6.376
4973,6.454
4974,6.937
4975,7.181
4976,12.742
4977,17.272
4978,19.873
4979,21.346
4980,23.422
4981,24.414
4982,25.217
4983,25.612
4984,23.109
4985,11.808
4986,11.286
4987,11.567
4988,10.905
4989,9.446
4990,8.73
4991,8.171
4992,7.845
4993,7.715
4994,6.582
4995,6.45
4996,6.618
4997,6.421
4998,6.972
4999,7.399
5000,7.808
5001,8.681
5002,17.261
5003,18.035
5004,20.3
5005,21.505
5006,22.985
5007,22.954
5008,11.742
5009,11.962
5010,11.662
5011,11.605
5012,10.688
5013,10.309
5014,9.525
5015,8.736
5016,7.124
5017,7.091
5018,6.861
5019,6.286
5020,6.321
5021,6.61
5022,6.791
5023,7.167
5024,8.153
5025,8.404
5026,17.335
5027,18.667
5028,20.44
5029,21.653
5030,22.486
5031,23.541
5032,11.63
5033,12.128
5034,11.697
5035,11.093
5036,10.844
5037,9.693
5038,8.77
5039,8.583
5040,7.545
5041,6.978
5042,6.81
5043,6.658
5044,6.28
5045,6.356
5046,7.038
5047,6.975
5048,12.929
5049,17.967
5050,19.244
5051,21.35
5052,22.625
5053,24.172
5054,25.603
5055,25.938
5056,22.272
5057,12.158
5058,11.488
5059,11.439
5060,10.591
5061,10.653
5062,9.352
5063,8.208
5064,7.546
5065,7.068
5066,6.71
5067,6.233
5068,6.225
5069,6.504
5070,6.518
5071,7.212
5072,12.734
5073,17.329
5074,19.895
5075,21.469
5076,23.754
5077,24.99
5078,25.565
5079,26.301
5080,23.497
5081,12.058
5082,11.17
5083,11.476
5084,10.483
5085,10.235
5086,9.265
5087,8.356
5088,7.814
5089,6.712
5090,6.285
5091,6.131
5092,6.364
5093,6.607
5094,6.659
5095,6.646
5096,10.21
5097,15.803
5098,17.509
5099,19.458
5100,20.662
5101,22.547
5102,23.117
5103,25.949
5104,21.382
5105,11.049
5106,10.574
5107,10.715
5108,10.025
5109,9.468
5110,8.545
5111,7.652
5112,6.934
5113,6.355
5114,6.34
5115,6.515
5116,6.317
5117,6.451
5118,6.526
5119,6.405
5120,11.046
5121,16.064
5122,17.89
5123,19.532
5124,21.336
5125,22.214
5126,23.323
5127,24.68
5128,21.828
5129,11.129
5130,11.049
5131,10.404
5132,9.688
5133,9.204
5134,8.553
5135,7.609
5136,6.958
5137,6.399
5138,6.434
5139,6.169
5140,6.449
5141,6.447
5142,6.438
5143,6.388
5144,10.857
5145,15.459
5146,17.383
5147,19.935
5148,20.538
5149,22.337
5150,23.478
5151,24.924
5152,20.582
5153,11.029
5154,10.616
5155,10.898
5156,9.813
5157,9.082
5158,8.496
5159,7.91
5160,6.697
5161,6.304
5162,6.44
5163,6.304
5164,6.174
5165,6.292
5166,6.43
5167,6.532
5168,7.409
5169,7.425
5170,14.433
5171,16.304
5172,18.961
5173,19.523
5174,20.289
5175,22.236
5176,11.081
5177,11.506
5178,10.971
5179,10.291
5180,10.102
5181,9.389
5182,8.79
5183,7.662
5184,7.006
5185,6.717
5186,6.583
5187,6.446
5188,6.269
5189,6.237
5190,6.176
5191,6.318
5192,7.026
5193,7.512
5194,15.258
5195,15.728
5196,18.14
5197,19.63
5198,21.41
5199,22.078
5200,10.943
5201,11.258
5202,10.627
5203,10.541
5204,9.58
5205,9.231
5206,8.783
5207,8.137
5208,7.255
5209,6.312
5210,6.322
5211,6.256
5212,6.307
5213,6.125
5214,6.304
5215,6.66
5216,11.384
5217,16.07
5218,17.811
5219,19.873
5220,20.404
5221,22.223
5222,24.302
5223,24.383
5224,21.154
5225,11.433
5226,10.392
5227,10.77
5228,9.68
5229,9.331
5230,8.472
5231,7.883
5232,7.238
5233,6.315
5234,6.539
5235,6.486
5236,6.633
5237,6.32
5238,6.595
5239,6.597
5240,10.663
5241,16.295
5242,17.556
5243,19.99
5244,21.19
5245,22.764
5246,23.863
5247,25.148
5248,21.304
5249,11.356
5250,11.076
5251,10.24
5252,10.109
5253,9.54
5254,8.58
5255,7.821
5256,6.912
5257,6.688
5258,6.159
5259,6.428
5260,6.653
5261,6.295
5262,6.491
5263,6.361
5264,10.959
5265,15.335
5266,17.538
5267,19.233
5268,21.297
5269,21.737
5270,24.72
5271,24.716
5272,21.089
5273,11.611
5274,10.906
5275,10.532
5276,9.952
5277,9.567
5278,8.505
5279,7.536
5280,7.078
5281,6.547
5282,6.401
5283,6.301
5284,6.276
5285,6.133
5286,6.482
5287,6.344
5288,10.609
5289,16.1
5290,18.199
5291,19.038
5292,21.057
5293,22.479
5294,24.124
5295,23.888
5296,20.922
5297,11.312
5298,10.748
5299,10.195
5300,9.878
5301,8.99
5302,8.414
5303,7.991
5304,7.031
5305,6.457
5306,6.33
5307,6.161
5308,6.433
5309,6.568
5310,6.607
5311,6.941
5312,10.702
5313,15.977
5314,17.233
5315,20.449
5316,21.77
5317,23.248
5318,24.178
5319,24.445
5320,19.996
5321,11.544
5322,11.095
5323,10.532
5324,9.677
5325,9.401
5326,8.535
5327,7.781
5328,6.867
5329,6.297
5330,6.391
5331,6.388
5332,6.239
5333,6.683
5334,6.335
5335,6.468
5336,7.109
5337,8.027
5338,14.697
5339,16.733
5340,17.921
5341,20.493
5342,21.314
5343,21.88
5344,11.37
5345,11.702
5346,10.882
5347,10.312
5348,9.738
5349,9.438
5350,8.596
5351,7.835
5352,6.948
5353,6.567
5354,6.501
5355,6.422
5356,6.384
5357,6.481
5358,6.469
5359,6.401
5360,7.008
5361,7.41
5362,15.212
5363,16.765
5364,19.228
5365,19.079
5366,21.179
5367,22.116
5368,11.093
5369,11.329
5370,10.99
5371,10.603
5372,9.823
5373,8.47
5374,8.489
5375,7.761
5376,6.934
5377,6.264
5378,6.489
5379,6.469
5380,6.658
5381,6.276
5382,6.595
5383,6.482
5384,10.648
5385,16.096
5386,18.109
5387,19.288
5388,22.077
5389,22.713
5390,23.088
5391,23.828
5392,21.922
5393,11.039
5394,10.937
5395,10.492
5396,9.853
5397,9.426
5398,8.37
5399,7.528
5400,6.656
5401,6.46
5402,6.363
5403,6.603
5404,6.292
5405,6.569
5406,6.359
5407,6.758
5408,10.519
5409,15.738
5410,18.021
5411,20.125
5412,21.692
5413,21.945
5414,24.47
5415,24.52
5416,20.481
5417,11.038
5418,10.817
5419,10.255
5420,10.203
5421,9.325
5422,8.713
5423,7.572
5424,6.768
5425,6.552
5426,6.411
5427,6.543
5428,6.511
5429,6.43
5430,6.533
5431,6.491
5432,10.837
5433,16.683
5434,18.292
5435,19.03
5436,20.403
5437,23.473
5438,23.562
5439,24.445
5440,21.09
5441,11.286
5442,10.8
5443,10.153
5444,9.44
5445,8.651
5446,8.248
5447,7.979
5448,6.897
5449,6.475
5450,6.585
5451,6.615
5452,6.316
5453,6.519
5454,6.345
5455,6.165
5456,11.04
5457,15.941
5458,17.332
5459,19.645
5460,21.421
5461,22.797
5462,23.246
5463,24.419
5464,21.513
5465,11.405
5466,10.854
5467,10.181
5468,9.986
5469,9.486
5470,8.346
5471,7.84
5472,7.248
5473,6.65
5474,6.62
5475,6.45
5476,6.63
5477,6.622
5478,6.273
5479,6.529
5480,10.845
5481,15.625
5482,17.575
5483,18.563
5484,21.621
5485,23.184
5486,24.508
5487,25.353
5488,21.027
5489,11.149
5490,11.334
5491,10.747
5492,9.699
5493,8.658
5494,8.423
5495,7.536
5496,7.074
5497,6.636
5498,6.173
5499,6.449
5500,6.21
5501,6.803
5502,6.413
5503,6.556
5504,6.878
5505,7.33
5506,14.629
5507,16.409
5508,19.053
5509,19.397
5510,21.526
5511,22.023
5512,11.259
5513,10.498
5514,10.762
5515,10.719
5516,10.014
5517,9.236
5518,8.167
5519,7.767
5520,7.107
5521,6.4
5522,6.474
5523,6.291
5524,6.084
5525,6.302
5526,6.295
5527,6.676
5528,7.19
5529,7.733
5530,14.783
5531,17.046
5532,19.202
5533,19.487
5534,20.753
5535,22.42
5536,11.426
5537,11.071
5538,11.228
5539,10.609
5540,9.648
5541,9.264
5542,8.47
5543,8.062
5544,7.17
5545,6.557
5546,6.426
5547,6.488
5548,6.183
5549,6.172
5550,6.467
5551,6.544
5552,10.673
5553,15.103
5554,17.239
5555,19.807
5556,21.311
5557,22.339
5558,23.269
5559,24.69
5560,21.27
5561,11.149
5562,10.775
5563,10.504
5564,9.951
5565,9.057
5566,8.824
5567,7.628
5568,7.092
5569,6.228
5570,6.245
5571,6.552
5572,6.521
5573,6.439
5574,6.297
5575,6.536
5576,10.514
5577,16.322
5578,16.556
5579,19.356
5580,20.82
5581,23.438
5582,23.704
5583,25.285
5584,22.122
5585,11.321
5586,10.466
5587,10.267
5588,9.758
5589,9.293
5590,8.552
5591,7.485
5592,7.201
5593,6.315
5594,6.348
5595,6.446
5596,6.384
5597,6.656
5598,6.588
5599,6.265
5600,10.478
5601,16.354
5602,17.771
5603,19.851
5604,21.257
5605,23.401
5606,24.282
5607,25.008
5608,20.989
5609,11.364
5610,10.473
5611,10.402
5612,9.724
5613,9.023
5614,8.273
5615,7.354
5616,7.281
5617,6.445
5618,6.377
5619,6.485
5620,6.576
5621,6.619
5622,6.336
5623,6.509
5624,10.538
5625,16.188
5626,17.73
5627,19.988
5628,21.683
5629,23.146
5630,24.142
5631,24.58
5632,20.687
5633,11.286
5634,11.372
5635,10.351
5636,9.714
5637,9.343
5638,8.826
5639,7.541
5640,6.636
5641,6.379
5642,6.421
5643,6.382
5644,6.363
5645,6.325
5646,6.301
5647,6.345
5648,10.879
5649,16.125
5650,17.018
5651,20.317
5652,21.478
5653,23.017
5654,23.654
5655,24.682
5656,20.75
5657,11.637
5658,11.298
5659,10.402
5660,9.555
5661,9.131
5662,8.597
5663,7.666
5664,6.922
5665,6.505
5666,6.265
5667,6.619
5668,6.556
5669,6.511
5670,6.292
5671,6.512
5672,7.259
5673,7.337
5674,15.065
5675,17.402
5676,19.349
5677,19.495
5678,21.235
5679,22.362
5680,11.63
5681,10.679
5682,10.364
5683,10.505
5684,10.004
5685,9.173
5686,8.402
5687,7.99
5688,7.324
5689,6.383
5690,6.43
5691,6.22
5692,6.683
5693,6.18
5694,6.234
5695,6.335
5696,6.878
5697,7.99
5698,15.858
5699,16.921
5700,18.355
5701,20.33
5702,20.611
5703,22.522
5704,11.28
5705,11.312
5706,10.724
5707,10.411
5708,9.481
5709,9.205
5710,8.66
5711,7.384
5712,6.884
5713,6.402
5714,6.355
5715,6.391
5716,6.398
5717,6.45
5718,6.399
5719,6.207
5720,10.866
5721,16.375
5722,17.835
5723,18.678
5724,21.367
5725,22.972
5726,23.233
5727,24.573
5728,22.032
5729,11.647
5730,10.947
5731,10.597
5732,9.84
5733,9.107
5734,8.765
5735,7.929
5736,7.172
5737,6.394
5738,6.64
5739,6.572
5740,6.198
5741,6.579
5742,6.432
5743,6.524
5744,10.238
5745,15.316
5746,18.159
5747,19.169
5748,21.675
5749,21.949
5750,22.944
5751,25.698
5752,21.836
5753,11.158
5754,10.973
5755,10.279
5756,9.969
5757,9.472
5758,8.384
5759,7.836
5760,6.764
5761,6.771
5762,6.566
5763,6.4
5764,6.352
5765,6.631
5766,6.324
5767,6.539
5768,10.697
5769,15.53
5770,18.181
5771,19.343
5772,21.49
5773,22.506
5774,23.742
5775,24.421
5776,21.001
5777,11.399
5778,10.889
5779,10.69
5780,10.065
5781,9.482
5782,8.368
5783,7.871
5784,7.032
5785,6.475
5786,6.291
5787,6.329
5788,6.506
5789,6.35
5790,6.288
5791,6.616
5792,10.878
5793,15.413
5794,17.768
5795,20.095
5796,21.826
5797,22.398
5798,23.161
5799,24.302
5800,22.068
5801,11.402
5802,10.287
5803,10.689
5804,9.333
5805,9.646
5806,8.651
5807,7.666
5808,7.082
5809,6.586
5810,6.326
5811,6.479
5812,6.384
5813,6.365
5814,6.649
5815,6.149
5816,10.795
5817,15.344
5818,17.64
5819,19.198
5820,22.596
5821,22.411
5822,23.741
5823,24.147
5824,21.825
5825,11.051
5826,10.734
5827,10.954
5828,10.074
5829,9.263
5830,8.983
5831,7.62
5832,6.919
5833,6.882
5834,7.652
5835,7.565
5836,8.003
5837,7.563
5838,7.091
5839,6.88
5840,6.537
5841,6.596
5842,9.435
5843,10.329
5844,12.139
5845,12.508
5846,14.609
5847,15.232
5848,8.593
5849,8.421
5850,8.464
5851,8.057
5852,7.607
5853,6.539
5854,6.278
5855,6.707
5856,6.438
5857,6.93
5858,7.171
5859,7.765
5860,7.889
5861,7.846
5862,7.47
5863,7.117
5864,6.58
5865,6.487
5866,9.407
5867,10.454
5868,11.991
5869,13.214
5870,14.805
5871,14.998
5872,8.628
5873,8.41
5874,8.724
5875,7.644
5876,7.371
5877,6.682
5878,6.545
5879,6.399
5880,6.504
5881,6.987
5882,6.923
5883,7.537
5884,8.036
5885,7.527
5886,7.453
5887,7.484
5888,8.592
5889,11.181
5890,11.253
5891,12.32
5892,14.349
5893,15.551
5894,17.481
5895,17.839
5896,13.987
5897,8.737
5898,8.483
5899,7.763
5900,7.422
5901,6.667
5902,6.259
5903,6.45
5904,6.52
5905,6.874
5906,7.238
5907,7.763
5908,8.22
5909,7.677
5910,7.677
5911,14.388
5912,23.878
5913,32.203
5914,33.416
5915,40.308
5916,42.627
5917,43.517
5918,46.663
5919,42.931
5920,30.243
5921,21.849
5922,16.397
5923,11.856
5924,7.112
5925,6.477
5926,6.499
5927,6.143
5928,6.85
5929,7.074
5930,7.372
5931,7.655
5932,7.563
5933,8.03
5934,7.621
5935,14.616
5936,25.09
5937,33.202
5938,33.569
5939,41.427
5940,42.325
5941,43.739
5942,45.008
5943,41.141
5944,31.674
5945,23.14
5946,15.341
5947,12.364
5948,7.436
5949,6.574
5950,6.336
5951,6.106
5952,6.684
5953,6.829
5954,7.549
5955,7.605
5956,7.456
5957,7.765
5958,7.73
5959,14.431
5960,24.55
5961,33.828
5962,34.147
5963,41.422
5964,41.896
5965,42.991
5966,44.798
5967,40.908
5968,30.839
5969,21.94
5970,17.232
5971,11.853
5972,7.074
5973,6.374
5974,6.127
5975,6.243
5976,6.584
5977,6.971
5978,7.3
5979,7.797
5980,7.878
5981,7.756
5982,7.635
5983,14.764
5984,23.242
5985,30.874
5986,33.053
5987,40.172
5988,41.805
5989,43.947
5990,44.722
5991,39.506
5992,30.75
5993,22.235
5994,16.022
5995,11.925
5996,7.308
5997,6.635
5998,6.345
5999,6.471
6000,6.601
6001,6.682
6002,7.627
6003,7.586
6004,7.898
6005,7.241
6006,7.348
6007,6.723
6008,6.466
6009,6.434
6010,9.231
6011,10.241
6012,11.561
6013,13.83
6014,14.026
6015,15.09
6016,8.491
6017,8.435
6018,7.992
6019,8.047
6020,7.386
6021,6.583
6022,6.382
6023,6.251
6024,6.473
6025,6.862
6026,7.444
6027,7.76
6028,7.723
6029,7.761
6030,7.537
6031,7.162
6032,6.811
6033,6.176
6034,8.856
6035,9.924
6036,11.876
6037,12.86
6038,14.321
6039,15.536
6040,8.818
6041,8.915
6042,8.459
6043,8.033
6044,7.155
6045,6.512
6046,6.546
6047,6.543
6048,6.18
6049,6.777
6050,7.247
6051,7.519
6052,8.027
6053,8.031
6054,7.7
6055,14.903
6056,25.201
6057,32.73
6058,34.205
6059,41.362
6060,43.078
6061,45.627
6062,46.08
6063,40.925
6064,30.527
6065,22.193
6066,15.547
6067,11.821
6068,7.273
6069,6.624
6070,6.22
6071,6.48
6072,6.52
6073,7.02
6074,7.497
6075,7.525
6076,7.489
6077,7.771
6078,7.217
6079,14.997
6080,25.276
6081,32.667
6082,34.453
6083,42.647
6084,43.793
6085,46.651
6086,44.272
6087,40.489
6088,31.202
6089,21.159
6090,16.219
6091,11.705
6092,7.486
6093,6.746
6094,6.528
6095,6.517
6096,6.5
6097,7.072
6098,7.569
6099,7.879
6100,7.632
6101,7.771
6102,7.623
6103,14.875
6104,24.728
6105,32.164
6106,32.956
6107,40.047
6108,42.068
6109,44.811
6110,45.07
6111,40.227
6112,31.425
6113,22.138
6114,16.506
6115,12.327
6116,7.592
6117,6.627
6118,6.459
6119,6.583
6120,6.698
6121,6.958
6122,7.201
6123,7.85
6124,7.815
6125,7.801
6126,7.741
6127,14.519
6128,23.728
6129,33.234
6130,33.597
6131,40.179
6132,42.385
6133,44.577
6134,44.681
6135,42.612
